{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 980.29},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Detroit', 'destination_state': 'MI', 'destination_country': 'USA', 'destination_postal': '48226', 'destination_lat': 42.33143, 'destination_lon': -83.04575, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2649.38},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 1287.86},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'FTL', 'equipment_type': 'Reefer', 'rate': 2939.17},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 527.85},
{'origin_city': 'Los Angeles', 'origin_state': 'CA', 'origin_country': 'USA', 'origin_postal': '90001', 'origin_lat': 34.0522, 'origin_lon': -118.2437, 'destination_city': 'Detroit', 'destination_state': 'MI', 'destination_country': 'USA', 'destination_postal': '48226', 'destination_lat': 42.33143, 'destination_lon': -83.04575, 'service_type': 'FTL', 'equipment_type': 'Reefer', 'rate': 729.1},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 530.33},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 1776.24},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 1774.0},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 2488.51},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 1367.23},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 1076.19},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2384.58},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 2528.38},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 2091.87},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 556.59},
{'origin_city': 'Guadalajara', 'origin_state': 'JA', 'origin_country': 'Mexico', 'origin_postal': '44100', 'origin_lat': 20.6597, 'origin_lon': -103.3496, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 2781.23},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 2388.28},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 2868.48},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1630.51},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 1301.34},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 1046.23},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2734.12},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 1464.9},
{'origin_city': 'Guadalajara', 'origin_state': 'JA', 'origin_country': 'Mexico', 'origin_postal': '44100', 'origin_lat': 20.6597, 'origin_lon': -103.3496, 'destination_city': 'Chicago', 'destination_state': 'IL', 'destination_country': 'USA', 'destination_postal': '60601', 'destination_lat': 41.8781, 'destination_lon': -87.6298, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1431.36},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 1783.03},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 2312.24},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 2734.7},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2031.82},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 797.95},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 1870.99},
{'origin_city': 'Los Angeles', 'origin_state': 'CA', 'origin_country': 'USA', 'origin_postal': '90001', 'origin_lat': 34.0522, 'origin_lon': -118.2437, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 964.01},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1673.26},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2692.46},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Detroit', 'destination_state': 'MI', 'destination_country': 'USA', 'destination_postal': '48226', 'destination_lat': 42.33143, 'destination_lon': -83.04575, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 2520.88},
{'origin_city': 'Guadalajara', 'origin_state': 'JA', 'origin_country': 'Mexico', 'origin_postal': '44100', 'origin_lat': 20.6597, 'origin_lon': -103.3496, 'destination_city': 'Chicago', 'destination_state': 'IL', 'destination_country': 'USA', 'destination_postal': '60601', 'destination_lat': 41.8781, 'destination_lon': -87.6298, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 853.99},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1988.17},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 894.8},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2648.85},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1969.89},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 2183.53},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'FTL', 'equipment_type': 'Reefer', 'rate': 1124.47},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 1907.96},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2364.36},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Reefer', 'rate': 1549.49},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'FTL', 'equipment_type': 'Reefer', 'rate': 1237.1},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 977.82},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 831.79},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 1432.64},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 2351.26},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 808.68},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2210.5},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2384.99},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 2053.72},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 2769.21},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 2111.22},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1034.56},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2362.26},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2631.14},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 1478.56},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1653.99},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 2263.03},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'FTL', 'equipment_type': 'Reefer', 'rate': 2463.24},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 1398.24},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 1150.47},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 793.08},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 2453.72},
{'origin_city': 'Los Angeles', 'origin_state': 'CA', 'origin_country': 'USA', 'origin_postal': '90001', 'origin_lat': 34.0522, 'origin_lon': -118.2437, 'destination_city': 'Chicago', 'destination_state': 'IL', 'destination_country': 'USA', 'destination_postal': '60601', 'destination_lat': 41.8781, 'destination_lon': -87.6298, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 2286.21},
